password_len,guesses,log10_guesses,gn_score,top_pattern,comp_score,comp_strong,entropy_bits,entropy_strong,in_training_corpus
6,2862.0,3.4566696294237573,1,dictionary:breach,2,False,31.019550008653873,False,True
5,12567.0,4.099231615080882,1,dictionary:breach,2,False,25.84962500721156,False,True
10,104.0,2.0170333392987803,0,dictionary:breach,3,False,51.69925001442312,False,True
8,5492.0,3.7397305285647175,1,dictionary:breach,3,False,41.3594000115385,False,True
8,3207.0,3.506098959928441,1,dictionary:breach,2,False,37.603517745128734,False,True
7,916.0,2.9618954736678504,0,dictionary:breach,1,False,32.90307802698764,False,True
8,1271776.0,6.104410625046153,2,dictionary:english,2,False,37.603517745128734,False,False
4,40.0,1.6020599913279625,0,repeat,1,False,13.287712379549449,False,True
8,2148.0,3.332034277027518,1,dictionary:breach,3,False,41.3594000115385,False,True
6,3349.0,3.5249151475398675,1,dictionary:breach,2,False,31.019550008653873,False,True
7,52.0,1.7160033436347992,0,dictionary:breach,2,False,36.18947501009619,False,True
7,612.0,2.7867514221455614,0,dictionary:breach,1,False,32.90307802698764,False,True
7,2100.0,3.3222192947339195,1,dictionary:english,2,False,36.18947501009619,False,True
7,35.0,1.5440680443502757,0,repeat,1,False,32.90307802698764,False,True
7,1731.0,3.238297067875394,1,dictionary:breach,2,False,36.18947501009619,False,True
6,883.0,2.9459607035775686,0,dictionary:breach,1,False,28.202638308846552,False,True
7,2320.0,3.3654879848909,1,dictionary:breach,1,False,23.253496664211536,False,True
7,817.0,2.9122220565324155,0,dictionary:breach,1,False,32.90307802698764,False,True
8,5218.0,3.717504074764202,1,dictionary:breach,3,False,41.3594000115385,False,True
8,4555.0,3.658488381309017,1,dictionary:breach,3,False,41.3594000115385,False,True
6,1201.0,3.0795430074029064,1,dictionary:breach,1,False,28.202638308846552,False,True
7,5434.0,3.735119634081872,1,dictionary:breach,2,False,36.18947501009619,False,True
6,758.0,2.879669205632054,0,dictionary:breach,1,False,28.202638308846552,False,True
8,1598.0,3.203576774977973,1,dictionary:breach,2,False,37.603517745128734,False,True
10,4886.0,3.6889534626374183,1,dictionary:breach,3,False,51.69925001442312,False,True
8,3479.0,3.5414544287475893,1,dictionary:breach,3,False,41.3594000115385,False,True
10,3817.0,3.581722159949099,1,dictionary:breach,3,False,51.69925001442312,False,True
6,16948.0,4.229118455328952,1,dictionary:breach,2,False,31.019550008653873,False,True
9,4948.0,3.6944296909570835,1,dictionary:breach,3,False,46.529325012980806,False,True
8,893.0,2.9508514588885464,0,dictionary:breach,2,False,37.603517745128734,False,True
7,615.0,2.788875115775417,0,dictionary:breach,1,False,32.90307802698764,False,True
8,595.0,2.7745169657285498,0,dictionary:breach,2,False,37.603517745128734,False,True
6,822.0,2.9148718175400505,0,dictionary:breach,1,False,28.202638308846552,False,True
5,271.0,2.432969290874406,0,dictionary:english,1,False,23.502198590705458,False,True
6,308915776.0,8.489840087824907,3,bruteforce,1,False,28.202638308846552,False,False
5,1209.0,3.082426300860772,1,dictionary:english,1,False,23.502198590705458,False,True
7,981.0,2.9916690073799486,0,dictionary:breach,1,False,32.90307802698764,False,True
10,6045.0,3.781396305196791,1,dictionary:breach,3,False,51.69925001442312,False,True
6,204.0,2.3096301674258988,0,dictionary:eff,1,False,28.202638308846552,False,True
6,4282.0,3.6316466629584196,1,dictionary:breach,2,False,31.019550008653873,False,True
6,766.0,2.884228769632604,0,dictionary:breach,1,False,28.202638308846552,False,True
8,1089.0,3.037027879755775,1,dictionary:breach,2,False,37.603517745128734,False,True
8,906.0,2.957128197676813,0,dictionary:breach,2,False,37.603517745128734,False,True
6,978.0,2.9903388547876015,0,dictionary:breach,1,False,28.202638308846552,False,True
6,1100.0,3.041392685158225,1,dictionary:breach,1,False,28.202638308846552,False,True
9,3311.0,3.519959180752069,1,dictionary:breach,3,False,46.529325012980806,False,True
4,618.0,2.790988475088816,0,dictionary:english,1,False,18.801758872564367,False,True
9,2182.0,3.338854746252323,1,dictionary:breach,2,False,42.303957463269825,False,True
6,1735.0,3.2392994791268928,1,dictionary:breach,2,False,31.019550008653873,False,True
7,1027.0,3.0115704435972783,1,dictionary:breach,1,False,23.253496664211536,False,True
8,421.0,2.6242820958356683,0,dictionary:breach,3,False,41.3594000115385,False,True
9,4392.0,3.6426623314420357,1,dictionary:breach,3,False,46.529325012980806,False,True
6,1625.0,3.2108533653148936,1,dictionary:breach,1,False,19.931568569324174,False,True
6,965.0,2.984527313343793,0,dictionary:breach,1,False,28.202638308846552,False,True
6,300.0,2.4771212547196626,0,repeat,1,False,19.931568569324174,False,True
7,7166.0,3.8552768038300917,1,dictionary:breach,2,False,36.18947501009619,False,True
7,6012.0,3.7790189719148706,1,dictionary:breach,2,False,36.18947501009619,False,True
9,5060.0,3.7041505168397992,1,dictionary:breach,3,False,46.529325012980806,False,True
6,951.0,2.9781805169374143,0,dictionary:breach,1,False,28.202638308846552,False,True
10,317.0,2.5010592622177517,0,dictionary:breach,2,False,47.004397181410916,False,True
7,1018.0,3.00774777800074,1,dictionary:breach,1,False,32.90307802698764,False,True
7,1229.0,3.0895518828864543,1,dictionary:breach,1,False,32.90307802698764,False,True
3,367.0,2.5646660642520898,0,dictionary:breach,1,False,14.101319154423276,False,True
8,1304.0,3.1152775913959014,1,dictionary:breach,2,False,37.603517745128734,False,True
12,44.0,1.6434526764861874,0,dictionary:breach,3,False,39.86313713864835,False,True
5,1553.0,3.1911714557285586,1,dictionary:breach,1,False,23.502198590705458,False,True
8,851.0,2.929929560084588,0,dictionary:breach,2,False,37.603517745128734,False,True
10,993.0,2.996949248495381,0,dictionary:breach,2,False,47.004397181410916,False,True
6,995.0,2.9978230807457256,0,dictionary:breach,1,False,28.202638308846552,False,True
8,3306.0,3.519302849235429,1,dictionary:breach,2,False,37.603517745128734,False,True
6,922.0,2.9647309210536297,0,dictionary:breach,1,False,28.202638308846552,False,True
6,1066.0,3.0277572046905536,1,dictionary:breach,1,False,28.202638308846552,False,True
9,1923.0,3.2839792842384803,1,dictionary:breach,3,False,46.529325012980806,False,True
7,5094.0,3.707058940627596,1,dictionary:breach,2,False,36.18947501009619,False,True
6,1046.0,3.019531684531256,1,dictionary:breach,1,False,28.202638308846552,False,True
5,733.0,2.8651039746411278,0,dictionary:english,1,False,23.502198590705458,False,True
9,1013.0,3.0056094453602804,1,dictionary:breach,2,False,42.303957463269825,False,True
6,1366.0,3.1354506993455136,1,dictionary:breach,1,False,28.202638308846552,False,True
6,959.0,2.9818186071706636,0,dictionary:breach,1,False,28.202638308846552,False,True
6,3043.0,3.483301952358167,1,dictionary:breach,1,False,28.202638308846552,False,True
8,1469.0,3.167021795790257,1,dictionary:breach,2,False,37.603517745128734,False,True
8,208.0,2.3180633349627615,0,sequence,2,False,37.603517745128734,False,True
6,210.0,2.3222192947339195,0,dictionary:english,1,False,28.202638308846552,False,True
9,1269.0,3.103461622094705,1,dictionary:breach,2,False,42.303957463269825,False,True
6,300.0,2.4771212547196626,0,repeat,1,False,19.931568569324174,False,True
10,600.0,2.778151250383644,0,dictionary:breach,3,False,51.69925001442312,False,True
6,1030.0,3.012837224705172,1,dictionary:breach,1,False,28.202638308846552,False,True
8,3869.0,3.587598729721245,1,dictionary:breach,3,False,41.3594000115385,False,True
7,5659.0,3.752739693935328,1,dictionary:breach,2,False,36.18947501009619,False,True
10,2.30381755528704e+16,16.362448083314806,4,bruteforce,4,False,59.54196310386875,False,False
7,7112.0,3.851991747962157,1,dictionary:breach,2,False,36.18947501009619,False,True
6,198.0,2.2966651902615314,0,repeat,1,False,30.26636471615072,False,True
7,9582.0,3.981456166522127,1,dictionary:breach,2,False,36.18947501009619,False,True
6,4646.0,3.667079205464217,1,dictionary:breach,2,False,31.019550008653873,False,True
10,50.0,1.6989700043360187,0,repeat,2,False,47.004397181410916,False,True
7,852.0,2.9304395947667,0,dictionary:breach,1,False,32.90307802698764,False,True
6,960.0,2.9822712330395684,0,dictionary:breach,1,False,19.931568569324174,False,True
7,701.0,2.845718017966659,0,dictionary:breach,1,False,32.90307802698764,False,True
8,3123.0,3.4945719842301988,1,dictionary:breach,3,False,41.3594000115385,False,True
8,5008.0,3.6996643202023733,1,dictionary:breach,3,False,41.3594000115385,False,True
6,5944.0,3.774078800752519,1,dictionary:breach,2,False,31.019550008653873,False,True
6,835.0,2.9216864754836025,0,dictionary:breach,1,False,28.202638308846552,False,True
6,1009.0,3.0038911662369108,1,dictionary:breach,1,False,28.202638308846552,False,True
6,300.0,2.4771212547196626,0,repeat,1,False,19.931568569324174,False,True
7,786.0,2.895422546039408,0,dictionary:breach,1,False,32.90307802698764,False,True
6,1081.0,3.03382569395331,1,dictionary:breach,1,False,28.202638308846552,False,True
9,6858.0,3.8361974807789254,1,dictionary:breach,3,False,46.529325012980806,False,True
7,1544.0,3.188647295999717,1,dictionary:breach,1,False,32.90307802698764,False,True
6,4658.0,3.668199484198662,1,dictionary:breach,2,False,31.019550008653873,False,True
12,8.0,0.9030899869919436,0,dictionary:breach,4,False,62.039100017307746,True,True
9,1317.0,3.119585774961784,1,dictionary:breach,2,False,29.89735285398626,False,True
8,537.0,2.729974285699556,0,dictionary:breach,2,False,37.603517745128734,False,True
6,1522.0,3.182414652434554,1,dictionary:breach,1,False,28.202638308846552,False,True
7,820.0,2.9138138523837167,0,dictionary:breach,1,False,32.90307802698764,False,True
7,10192.0,4.008259414991275,1,dictionary:breach,2,False,36.18947501009619,False,True
7,3866.0,3.5872618496925344,1,dictionary:breach,2,False,36.18947501009619,False,True
6,6364.0,3.803730170974544,1,dictionary:breach,2,False,31.019550008653873,False,True
7,8903.0,3.9495363733761426,1,dictionary:breach,2,False,36.18947501009619,False,True
8,1225.0,3.0881360887005513,1,dictionary:breach,3,False,41.3594000115385,False,True
7,52.0,1.7160033436347992,0,bruteforce,2,False,36.18947501009619,False,True
6,4092.0,3.611935625040123,1,dictionary:breach,2,False,31.019550008653873,False,True
8,3982.0,3.6001012556913907,1,dictionary:breach,3,False,41.3594000115385,False,True
8,582.0,2.764922984649888,0,dictionary:breach,2,False,37.603517745128734,False,True
8,659.0,2.8188854145940097,0,dictionary:breach,2,False,37.603517745128734,False,True
7,824.0,2.9159272116971158,0,dictionary:breach,1,False,32.90307802698764,False,True
6,882.0,2.9454685851318203,0,dictionary:breach,1,False,28.202638308846552,False,True
6,1021.0,3.0090257420869104,1,dictionary:breach,1,False,28.202638308846552,False,True
6,1075.0,3.0314084642516246,1,dictionary:english,1,False,28.202638308846552,False,True
7,1120.0,3.049218022670182,1,dictionary:breach,1,False,32.90307802698764,False,True
9,1538.0,3.1869563354654127,1,dictionary:breach,2,False,42.303957463269825,False,True
6,665.0,2.822821645303105,0,dictionary:breach,1,False,28.202638308846552,False,True
9,1112.0,3.0461047872460387,1,dictionary:breach,2,False,42.303957463269825,False,True
6,740.0,2.8692317197309767,0,dictionary:breach,1,False,28.202638308846552,False,True
8,1816.0,3.2591158441850663,1,dictionary:breach,2,False,26.575424759098897,False,True
6,2286.0,3.359076226059263,1,dictionary:breach,1,False,28.202638308846552,False,True
7,1158.0,3.0637085593914173,1,dictionary:breach,1,False,32.90307802698764,False,True
8,1615.0,3.208172526667122,1,dictionary:breach,2,False,37.603517745128734,False,True
7,1003.0,3.0013009330204183,1,dictionary:breach,1,False,32.90307802698764,False,True
7,194.0,2.287801729930226,0,dictionary:english,1,False,32.90307802698764,False,True
6,308915776.0,8.489840087824907,3,bruteforce,1,False,28.202638308846552,False,False
6,2621.0,3.4184670209466006,1,dictionary:breach,1,False,28.202638308846552,False,True
6,967.0,2.985426474083002,0,dictionary:breach,1,False,28.202638308846552,False,True
9,3276.0,3.515343893088381,1,dictionary:breach,3,False,46.529325012980806,False,True
8,400.0,2.6020599913279625,0,dictionary:breach,2,False,37.603517745128734,False,True
5,1278.0,3.106530853822382,1,dictionary:breach,1,False,23.502198590705458,False,True
6,1194.0,3.0770043267933507,1,dictionary:breach,1,False,28.202638308846552,False,True
7,2037.0,3.3089910290001643,1,dictionary:breach,2,False,36.18947501009619,False,True
7,861.0,2.935003151453655,0,dictionary:breach,1,False,32.90307802698764,False,True
7,1299.0,3.1136091510730277,1,dictionary:breach,1,False,32.90307802698764,False,True
8,3340.0,3.523746466811565,1,dictionary:breach,2,False,37.603517745128734,False,True
6,9955.0,3.9980412643634287,1,dictionary:breach,2,False,31.019550008653873,False,True
10,104.0,2.0170333392987803,0,dictionary:breach,3,False,51.69925001442312,False,True
6,1751.0,3.243286146083446,1,dictionary:breach,1,False,19.931568569324174,False,True
7,52.0,1.7160033436347992,0,dictionary:breach,2,False,36.18947501009619,False,True
8,1020.0,3.008600171761918,1,dictionary:breach,2,False,37.603517745128734,False,True
8,2588.0,3.412964271996663,1,dictionary:breach,3,False,41.3594000115385,False,True
6,2647.0,3.4227539413013486,1,dictionary:breach,2,False,31.019550008653873,False,True
6,4403.0,3.643748685459526,1,dictionary:breach,2,False,31.019550008653873,False,True
11,49850736.0,7.697671574651268,2,dictionary:breach,4,False,65.49615941425563,True,False
8,362.0,2.558708570533166,0,dictionary:breach,2,False,37.603517745128734,False,True
9,1008.0,3.0034605321095063,1,dictionary:breach,2,False,29.89735285398626,False,True
7,5650.0,3.752048447819439,1,dictionary:breach,2,False,36.18947501009619,False,True
6,4036.0,3.6059511575648733,1,dictionary:breach,2,False,31.019550008653873,False,True
6,300.0,2.4771212547196626,0,repeat,1,False,19.931568569324174,False,True
7,9521.0,3.978682565156945,1,dictionary:breach,2,False,36.18947501009619,False,True
6,5980.0,3.776701183988411,1,dictionary:breach,2,False,31.019550008653873,False,True
6,4876.0,3.6880636969463447,1,dictionary:breach,2,False,31.019550008653873,False,True
6,1785.0,3.2516382204482124,1,dictionary:breach,1,False,19.931568569324174,False,True
4,639.0,2.8055008581584007,0,dictionary:english,1,False,18.801758872564367,False,True
7,1364.0,3.1348143703204605,1,dictionary:breach,1,False,32.90307802698764,False,True
7,971.0,2.9872192299080047,0,dictionary:breach,1,False,32.90307802698764,False,True
6,996.0,2.998259338423699,0,dictionary:breach,1,False,28.202638308846552,False,True
5,1186.0,3.074084689028244,1,dictionary:breach,1,False,23.502198590705458,False,True
6,1697.0,3.229681842317676,1,dictionary:breach,1,False,28.202638308846552,False,True
6,931.0,2.968949680981343,0,dictionary:breach,1,False,28.202638308846552,False,True
7,1224.0,3.087781417809542,1,dictionary:breach,1,False,32.90307802698764,False,True
7,777.0,2.8904210188009145,0,dictionary:breach,1,False,32.90307802698764,False,True
6,985.0,2.993436230497612,0,dictionary:breach,1,False,28.202638308846552,False,True
6,809.0,2.9079485216122722,0,dictionary:breach,1,False,28.202638308846552,False,True
4,1254.0,3.098297536494698,1,dictionary:breach,1,False,18.801758872564367,False,True
7,7100.0,3.8512583487190755,1,dictionary:breach,2,False,36.18947501009619,False,True
6,4505.0,3.653694795315082,1,dictionary:breach,2,False,31.019550008653873,False,True
8,1982.0,3.2971036501492565,1,dictionary:breach,2,False,26.575424759098897,False,True
9,1178.0,3.0711452904510828,1,dictionary:breach,2,False,42.303957463269825,False,True
4,40.0,1.6020599913279625,0,repeat,1,False,13.287712379549449,False,True
6,905.0,2.9566485792052033,0,dictionary:breach,1,False,28.202638308846552,False,True
10,3008.0,3.478277831919605,1,dictionary:breach,3,False,51.69925001442312,False,True
8,998.0,2.999130541287371,0,dictionary:breach,3,False,41.3594000115385,False,True
5,729.0,2.8627275283179747,0,dictionary:eff,1,False,23.502198590705458,False,True
8,3326.0,3.5219222448835006,1,dictionary:breach,3,False,41.3594000115385,False,True
7,1319.0,3.1202447955463652,1,dictionary:breach,1,False,32.90307802698764,False,True
7,1316.0,3.119255889277937,1,dictionary:breach,1,False,32.90307802698764,False,True
8,974.0,2.9885589568786157,0,dictionary:breach,2,False,37.603517745128734,False,True
6,1933.0,3.286231854028553,1,dictionary:breach,1,False,19.931568569324174,False,True
8,80.0,1.9030899869919438,0,repeat,2,False,26.575424759098897,False,True
6,760.0,2.880813592280792,0,dictionary:breach,1,False,28.202638308846552,False,True
9,1045.0,3.019116290447073,1,dictionary:breach,2,False,42.303957463269825,False,True
7,831.0,2.9196010237841112,0,dictionary:breach,1,False,32.90307802698764,False,True
6,3548.0,3.5499836111596887,1,dictionary:breach,2,False,31.019550008653873,False,True
5,4797.0,3.6809697184658976,1,dictionary:breach,1,False,23.502198590705458,False,True
5,936.0,2.9712758487381055,0,dictionary:breach,1,False,23.502198590705458,False,True
7,1038.0,3.0161973535124393,1,dictionary:breach,1,False,32.90307802698764,False,True
7,1096.0,3.0398105541483504,1,dictionary:breach,1,False,32.90307802698764,False,True
6,120.0,2.079181246047625,0,dictionary:breach,1,False,19.931568569324174,False,True
6,806.0,2.906335041805091,0,dictionary:breach,1,False,28.202638308846552,False,True
8,1330.0,3.1238516409670862,1,dictionary:breach,2,False,26.575424759098897,False,True
8,1385.0,3.1414497734004674,1,dictionary:breach,2,False,37.603517745128734,False,True
8,976.0,2.989449817666692,0,dictionary:breach,2,False,37.603517745128734,False,True
7,913.0,2.960470777534299,0,dictionary:breach,1,False,32.90307802698764,False,True
9,576.0,2.7604224834232123,0,dictionary:breach,2,False,29.89735285398626,False,True
6,657.0,2.817565369559781,0,dictionary:breach,1,False,28.202638308846552,False,True
7,7814.0,3.8928734068887656,1,dictionary:breach,2,False,36.18947501009619,False,True
6,7891.0,3.8971320433820944,1,dictionary:breach,2,False,31.019550008653873,False,True
8,2485.0,3.395326393069351,1,dictionary:breach,3,False,41.3594000115385,False,True
6,975.0,2.9890046156985366,0,dictionary:breach,1,False,28.202638308846552,False,True
8,912.0,2.959994838328416,0,dictionary:breach,2,False,37.603517745128734,False,True
6,312.0,2.494154594018443,0,dictionary:breach,2,False,31.019550008653873,False,True
8,379.0,2.5786392099680726,0,dictionary:breach,2,False,37.603517745128734,False,True
7,932.0,2.9694159123539814,0,dictionary:breach,1,False,32.90307802698764,False,True
7,2696.0,3.4307198878632823,1,dictionary:breach,2,False,36.18947501009619,False,True
7,3070.0,3.487138375477187,1,dictionary:breach,1,False,32.90307802698764,False,True
7,4721.0,3.6740340004312553,1,dictionary:breach,2,False,36.18947501009619,False,True
10,1176.0,3.0704073217401198,1,dictionary:breach,2,False,47.004397181410916,False,True
7,52.0,1.7160033436347992,0,bruteforce,2,False,36.18947501009619,False,True
7,4700.0,3.672097857935718,1,dictionary:breach,2,False,36.18947501009619,False,True
7,1182.0,3.0726174765452363,1,dictionary:breach,2,False,36.18947501009619,False,True
9,8560.0,3.9324737646771535,1,dictionary:breach,3,False,46.529325012980806,False,True
7,8922.0,3.950462218905598,1,dictionary:breach,2,False,36.18947501009619,False,True
8,1156.0,3.0629578340845103,1,dictionary:breach,2,False,37.603517745128734,False,True
6,990.0,2.99563519459755,0,dictionary:breach,1,False,28.202638308846552,False,True
6,1241.0,3.09377178149873,1,dictionary:breach,1,False,28.202638308846552,False,True
6,156.0,2.1931245983544616,0,repeat,1,False,28.202638308846552,False,True
7,1520.0,3.181843587944773,1,dictionary:breach,2,False,36.18947501009619,False,True
6,312.0,2.494154594018443,0,dictionary:breach,2,False,31.019550008653873,False,True
8,825.0,2.916453948549925,0,dictionary:breach,4,False,47.633570483095,False,True
1,10.0,1.0,0,bruteforce,1,False,3.321928094887362,False,True
9,4308.0,3.634275694625944,1,dictionary:breach,3,False,46.529325012980806,False,True
8,862.0,2.935507265824713,0,dictionary:breach,2,False,37.603517745128734,False,True
7,1219.0,3.086003705618382,1,dictionary:breach,1,False,32.90307802698764,False,True
8,5636.0,3.750970984437319,1,dictionary:breach,3,False,41.3594000115385,False,True
7,542.0,2.7339992865383866,0,dictionary:english,1,False,32.90307802698764,False,True
7,1024.0,3.010299956639812,1,dictionary:breach,1,False,32.90307802698764,False,True
8,71.0,1.8512583487190755,0,dictionary:english,2,False,37.603517745128734,False,True
8,2910.0,3.4638929889859074,1,dictionary:breach,2,False,37.603517745128734,False,True
8,1678.0,3.2247919564926817,1,dictionary:breach,2,False,37.603517745128734,False,True
6,1359.0,3.1332194567324945,1,dictionary:breach,1,False,28.202638308846552,False,True
9,1007.0,3.003029470553618,1,dictionary:breach,2,False,42.303957463269825,False,True
3,400.0,2.6020599913279625,0,bruteforce,1,False,9.965784284662087,False,True
7,1111.0,3.0457140589408676,1,dictionary:breach,1,False,32.90307802698764,False,True
6,826.0,2.9169800473203824,0,repeat,1,False,28.202638308846552,False,True
7,958.0,2.9813655090785445,0,dictionary:breach,1,False,32.90307802698764,False,True
7,17217.0,4.235957479466621,1,dictionary:breach,2,False,36.18947501009619,False,True
7,6670.0,3.824125833916549,1,dictionary:breach,2,False,36.18947501009619,False,True
7,391328.0,5.592540923317094,1,dictionary:breach,2,False,39.90307802698764,False,True
7,1200.0,3.079181246047625,1,dictionary:breach,1,False,32.90307802698764,False,True
6,1569.0,3.1956229435869368,1,dictionary:breach,1,False,19.931568569324174,False,True
9,784.0,2.8943160626844384,0,dictionary:english,2,False,42.303957463269825,False,True
7,10629.0,4.02649240705284,1,dictionary:breach,2,False,36.18947501009619,False,True
6,1380.0,3.139879086401237,1,dictionary:breach,1,False,28.202638308846552,False,True
6,387.0,2.5877109650189114,0,dictionary:eff,1,False,28.202638308846552,False,True
7,1167.0,3.0670708560453703,1,dictionary:breach,1,False,32.90307802698764,False,True
9,4760.0,3.6776069527204935,1,dictionary:breach,3,False,46.529325012980806,False,True
9,6191.0,3.791760804012905,1,dictionary:breach,3,False,46.529325012980806,False,True
5,2853.0,3.4553017716570764,1,dictionary:breach,1,False,23.502198590705458,False,True
6,69.0,1.8388490907372554,0,repeat,1,False,28.202638308846552,False,True
7,9090.0,3.958563883221968,1,dictionary:breach,2,False,36.18947501009619,False,True
8,4318.0,3.635282637998212,1,dictionary:breach,3,False,41.3594000115385,False,True
9,3080.0,3.4885507165004443,1,dictionary:breach,3,False,46.529325012980806,False,True
6,1090.0,3.037426497940624,1,dictionary:breach,1,False,28.202638308846552,False,True
7,310.0,2.491361693834273,0,dictionary:english,1,False,32.90307802698764,False,True
7,9409.0,3.97354346853249,1,dictionary:breach,2,False,36.18947501009619,False,True
6,999.0,2.9995654882259823,0,dictionary:breach,1,False,28.202638308846552,False,True
7,109674240.0,8.040104633594877,3,dictionary:english,1,False,32.90307802698764,False,False
6,1582.0,3.1992064791616577,1,dictionary:breach,1,False,28.202638308846552,False,True
7,915.0,2.9614210940664485,0,dictionary:breach,1,False,32.90307802698764,False,True
6,587.0,2.7686381012476144,0,dictionary:breach,1,False,28.202638308846552,False,True
6,863.0,2.9360107957152097,0,dictionary:breach,1,False,28.202638308846552,False,True
10,7555.0,3.8782344686750445,1,dictionary:breach,3,False,51.69925001442312,False,True
6,923.0,2.965201701025912,0,dictionary:breach,1,False,28.202638308846552,False,True
7,5949.0,3.7744439689249654,1,dictionary:breach,2,False,36.18947501009619,False,True
7,708.0,2.850033257689769,0,dictionary:breach,1,False,32.90307802698764,False,True
6,80.0,1.9030899869919438,0,dictionary:english,1,False,28.202638308846552,False,True
6,4941.0,3.693814853889417,1,dictionary:breach,2,False,31.019550008653873,False,True
9,1761.0,3.245759355967277,1,dictionary:breach,2,False,42.303957463269825,False,True
6,312.0,2.494154594018443,0,dictionary:breach,2,False,31.019550008653873,False,True
4,200.0,2.3010299956639813,0,repeat,1,False,13.287712379549449,False,True
8,2745.0,3.4385423487861106,1,dictionary:breach,3,False,41.3594000115385,False,True
6,136.0,2.1335389083702174,0,dictionary:english,1,False,28.202638308846552,False,True
8,7980.0,3.9020028913507296,1,dictionary:breach,3,False,41.3594000115385,False,True
6,19049.0,4.279872181802657,1,dictionary:breach,2,False,31.019550008653873,False,True
8,208.0,2.3180633349627615,0,repeat,2,False,37.603517745128734,False,True
6,6166.0,3.7900035203904894,1,dictionary:breach,2,False,31.019550008653873,False,True
6,312.0,2.494154594018443,0,bruteforce,2,False,31.019550008653873,False,True
6,1235.0,3.0916669575956846,1,dictionary:breach,1,False,28.202638308846552,False,True
7,947.0,2.9763499790032735,0,dictionary:breach,1,False,32.90307802698764,False,True
6,296.0,2.4712917110589387,0,dictionary:english,1,False,28.202638308846552,False,True
8,1136.0,3.055378331375,1,dictionary:breach,2,False,37.603517745128734,False,True
7,6260.0,3.7965743332104296,1,dictionary:breach,2,False,36.18947501009619,False,True
7,986.0,2.9938769149412114,0,dictionary:breach,1,False,32.90307802698764,False,True
6,1411.0,3.1495270137543483,1,dictionary:breach,1,False,19.931568569324174,False,True
9,2490.0,3.3961993470957363,1,dictionary:breach,2,False,42.303957463269825,False,True
8,3125.0,3.494850021680094,1,dictionary:breach,3,False,41.3594000115385,False,True
6,796.0,2.9009130677376693,0,dictionary:breach,1,False,28.202638308846552,False,True
6,1230.0,3.089905111439398,1,dictionary:breach,1,False,28.202638308846552,False,True
6,8817.0,3.945320840792275,1,dictionary:breach,2,False,31.019550008653873,False,True
7,9262.0,3.966704776657875,1,dictionary:breach,2,False,36.18947501009619,False,True
7,7095.0,3.850952399793493,1,dictionary:breach,2,False,36.18947501009619,False,True
7,302.0,2.4800069429571505,0,dictionary:english,1,False,32.90307802698764,False,True
6,895.0,2.951823035315912,0,dictionary:breach,1,False,28.202638308846552,False,True
9,600.0,2.778151250383644,0,dictionary:breach,3,False,46.529325012980806,False,True
8,2053.0,3.3123889493705923,1,dictionary:breach,2,False,26.575424759098897,False,True
6,1419.0,3.1519823954574746,1,dictionary:breach,1,False,28.202638308846552,False,True
6,3518.0,3.5462958351214424,1,dictionary:breach,2,False,31.019550008653873,False,True
8,15861.0,4.200330565124774,1,dictionary:breach,3,False,41.3594000115385,False,True
7,1119.0,3.04883008652835,1,dictionary:breach,1,False,32.90307802698764,False,True
6,4226.0,3.6259294927162946,1,dictionary:breach,2,False,31.019550008653873,False,True
9,5391.0,3.7316693318286362,1,dictionary:breach,3,False,46.529325012980806,False,True
7,1617.0,3.2087100199064014,1,dictionary:breach,1,False,32.90307802698764,False,True
6,728.0,2.862131379313037,0,dictionary:breach,1,False,28.202638308846552,False,True
6,1015.0,3.0064660422492318,1,dictionary:breach,1,False,28.202638308846552,False,True
8,1106.0,3.04375512696868,1,dictionary:breach,2,False,37.603517745128734,False,True
10,5975.0,3.7763379096201755,1,dictionary:breach,3,False,51.69925001442312,False,True
8,1968.0,3.294025094095323,1,dictionary:breach,2,False,26.575424759098897,False,True
6,3608.0,3.557266528869904,1,dictionary:breach,2,False,31.019550008653873,False,True
9,1463.0,3.165244326125311,1,dictionary:breach,2,False,29.89735285398626,False,True
7,4734.0,3.675228253593064,1,dictionary:breach,1,False,32.90307802698764,False,True
7,9706.0,3.987040286979267,1,dictionary:breach,2,False,36.18947501009619,False,True
9,1658.0,3.219584526214255,1,dictionary:breach,2,False,42.303957463269825,False,True
8,1147.0,3.0595634179012676,1,dictionary:breach,2,False,37.603517745128734,False,True
6,1418.0,3.151676230847048,1,dictionary:breach,1,False,28.202638308846552,False,True
9,3983.0,3.600210306409328,1,dictionary:breach,3,False,46.529325012980806,False,True
6,1410.0,3.14921911265538,1,dictionary:breach,1,False,28.202638308846552,False,True
6,1017.0,3.0073209529227447,1,dictionary:breach,1,False,28.202638308846552,False,True
5,1361.0,3.133858125203335,1,dictionary:breach,1,False,23.502198590705458,False,True
7,1114.0,3.04688519083771,1,dictionary:breach,1,False,32.90307802698764,False,True
4,40.0,1.6020599913279625,0,repeat,1,False,13.287712379549449,False,True
8,1323.0,3.121559844187501,1,dictionary:breach,2,False,26.575424759098897,False,True
7,3792.0,3.5788683286660286,1,dictionary:breach,2,False,36.18947501009619,False,True
6,1257.0,3.0993352776859577,1,dictionary:breach,1,False,28.202638308846552,False,True
6,6318.0,3.8005796215691303,1,dictionary:breach,2,False,31.019550008653873,False,True
6,1088.0,3.036628895362161,1,dictionary:breach,1,False,28.202638308846552,False,True
